Transaction Number,Transaction Date,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
11-11462-2024,3/28/2024 11:46,Sales,Sale,Ready,Free Hold,Residential,JUMEIRAH LAKES TOWERS,Unit,Offices,791958.47,74.38,74.38,Office,DMCC L3-3077,Jumeirah Lakes Towers,Marina Mall,Sports City Swimming Academy,1,1,,
11-11463-2024,3/28/2024 10:34,Sales,Sale,Ready,Free Hold,Residential,JUMEIRAH LAKES TOWERS,Unit,Offices,857100,87.38,87.38,Office,DMCC L1-1044,Jumeirah Lakes Towers,Marina Mall,Sports City Swimming Academy,1,1,,
11-11464-2024,3/28/2024 10:46,Sales,Sale,Ready,Free Hold,Residential,PALM JUMEIRAH,Unit,Hotel Rooms,1050000,32.88,32.88,Studio,EU,Palm Jumeirah,Marina Mall,Burj Al Arab,1,1,,Seven Hotel and Apartments The Palm
11-11465-2024,3/28/2024 11:40,Sales,Sale,Ready,Free Hold,Residential,DUBAI SOUTH,Unit,Flats,375000,38.11,38.11,Studio,G-82,,,Expo 2020 Site,1,1,,MAG 5 BOULEVARD
11-11466-2024,3/28/2024 13:42,Sales,Sale,Ready,Free Hold,Residential,DUBAI MARINA,Unit,Flats,1100000,74.46,74.46,1 B/R,B3-143,Mina Seyahi,Marina Mall,Burj Al Arab,1,1,,MARINA PINNACLE
11-11467-2024,3/28/2024 11:12,Sales,Sale,Ready,Free Hold,Residential,MIRA,Building,Villas,3000000,284.69,284.69,4 B/R,,,,Dubai Cycling Course,1,1,,REEM-MIRA COMMUNITY PH 1
11-11468-2024,3/28/2024 11:11,Sales,Sale,Ready,Free Hold,Residential,DUBAI HILLS,Unit,Flats,2050000,101.15,101.15,2 B/R,PH2-B-200,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Burj Al Arab,1,1,,PARK HEIGHTS II
11-11469-2024,3/28/2024 12:04,Sales,Sale,Ready,Free Hold,Residential,DUBAI SPORTS CITY,Unit,Flats,485000,35.39,35.39,Studio,,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,1,1,,GIOVANNI BOUTIQUE
11-11470-2024,3/28/2024 10:54,Sales,Sale,Ready,Free Hold,Residential,ARABIAN RANCHES I,Land,Residential,9700000,731.8,731.8,,,,,Motor City,1,1,,
11-11472-2024,3/28/2024 14:09,Sales,Sale,Ready,Free Hold,Residential,JUMEIRAH LAKES TOWERS,Unit,Flats,1400000,108,108,2 B/R,P.L.2/2178,Jumeirah Lakes Towers,Marina Mall,Sports City Swimming Academy,1,1,,LAKESIDE RESIDENCE
11-11474-2024,3/28/2024 11:07,Sales,Sale,Ready,Free Hold,Residential,BUSINESS BAY,Unit,Offices,2581140,199.83,199.83,NA,"B2-91,B2-92,B2-93",Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,THE COURT
11-11475-2024,3/28/2024 12:52,Sales,Sale,Ready,Free Hold,Residential,BURJ KHALIFA,Unit,Flats,2150000,129.88,129.88,2 B/R,B1-130,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,
11-11476-2024,3/28/2024 11:28,Sales,Sale,Ready,Free Hold,Residential,MOTOR CITY,Unit,Flats,875000,78.98,78.98,1 B/R,B-338,Dubai Internet City,Mall of the Emirates,Motor City,2,1,,OIA Residence
11-11477-2024,3/28/2024 11:18,Sales,Sale,Ready,Free Hold,Residential,DUBAI SOUTH,Unit,Flats,425000,59.41,59.41,Studio,B2-350,,,Expo 2020 Site,2,1,,CELESTIA
11-11478-2024,3/28/2024 11:15,Sales,Sale,Ready,Free Hold,Residential,DUBAI SOUTH,Unit,Flats,425000,59.41,59.41,Studio,B2-387,,,Expo 2020 Site,2,1,,CELESTIA
11-11479-2024,3/28/2024 11:20,Sales,Sale,Ready,Free Hold,Residential,DUBAI MARINA,Unit,Flats,1200000,68.44,68.44,1 B/R,B1-19,Mina Seyahi,Marina Mall,Burj Al Arab,1,1,,ELITE RESIDENCE
11-11480-2024,3/28/2024 11:38,Sales,Sale,Ready,Free Hold,Residential,DUBAI MARINA,Unit,Flats,490000,45.9,45.9,Studio,U-45,Jumeirah Lakes Towers,Marina Mall,Sports City Swimming Academy,1,1,,
11-11481-2024,3/28/2024 11:20,Sales,Sale,Ready,Free Hold,Residential,ARJAN,Unit,Flats,1256478,137.33,137.33,2 B/R,G-77,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,1,1,,
11-11483-2024,3/28/2024 12:02,Sales,Sale,Ready,Free Hold,Residential,INTERNATIONAL CITY PH 1,Unit,Flats,330000,44.5,44.5,Studio,,Rashidiya Metro Station,City Centre Mirdif,,1,2,,
11-11484-2024,3/28/2024 11:32,Sales,Sale,Ready,Free Hold,Residential,DUBAI LAND RESIDENCE COMPLEX,Unit,Flats,785000,119.53,119.53,2 B/R,P2 F 146,,,IMG World Adventures,1,1,,SKY COURTS
11-11485-2024,3/28/2024 12:09,Sales,Sale,Ready,Free Hold,Residential,DUBAI MARINA,Unit,Flats,2615000,132.71,132.71,2 B/R,B2-15,Marina Towers,Marina Mall,Burj Al Arab,1,1,,DAMAC HEIGHTS
11-11486-2024,3/28/2024 15:34,Sales,Sale,Ready,Non Free Hold,Residential,Jumeirah Third,Land,Residential,7000000,668.9,668.9,,,Business Bay Metro Station,Dubai Mall,Burj Khalifa,2,13,,
11-11487-2024,3/28/2024 11:23,Sales,Sale,Ready,Free Hold,Residential,DUBAI HEALTHCARE CITY - PHASE 2,Unit,Flats,920000,70.58,70.58,1 B/R,B-100,Healthcare City Metro Station,Dubai Mall,Downtown Dubai,1,1,,Binghatti Avenue
11-11488-2024,3/28/2024 14:20,Sales,Sale,Ready,Free Hold,Residential,BUSINESS BAY,Unit,Offices,533000,38.88,38.88,Office,P2-041,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,PARK LANE TOWER
11-11489-2024,3/28/2024 11:37,Sales,Sale,Ready,Free Hold,Residential,BUSINESS BAY,Unit,Offices,1700000,170.07,170.07,Office,"P2-50 , P2-51 , P2-52",Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,IRIS BAY
11-11490-2024,3/28/2024 13:14,Sales,Sale,Ready,Free Hold,Residential,BURJ KHALIFA,Unit,Flats,1500000,82.21,82.21,1 B/R,P2-08,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,BELLEVUE TOWERS
11-11491-2024,3/28/2024 11:53,Sales,Sale,Ready,Free Hold,Residential,THE GREENS,Unit,Flats,1950000,153.59,153.59,3 B/R,B-21,Dubai Internet City,Marina Mall,Burj Al Arab,2,1,,
11-11493-2024,3/28/2024 11:30,Sales,Sale,Ready,Free Hold,Residential,INTERNATIONAL CITY PH 1,Unit,Flats,380000,69,69,1 B/R,,Rashidiya Metro Station,City Centre Mirdif,,1,1,,
11-11494-2024,3/28/2024 15:26,Sales,Sale,Ready,Free Hold,Residential,INTERNATIONAL CITY PH 1,Unit,Flats,260000,40.72,40.72,Studio,,Rashidiya Metro Station,City Centre Mirdif,,1,1,,INTERNATIONAL CITY EMARATI
11-11495-2024,3/28/2024 12:23,Sales,Sale,Ready,Free Hold,Residential,AL FURJAN,Unit,Flats,730000,72.97,72.97,1 B/R,P1-39,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,Expo 2020 Site,1,1,,
11-11496-2024,3/28/2024 12:05,Sales,Sale,Ready,Free Hold,Residential,BARSHA HEIGHTS,Unit,Flats,750000,60.68,60.68,Studio,B2-073,Dubai Internet City,Mall of the Emirates,Burj Al Arab,1,2,,MADISON RESIDENCY
11-11498-2024,3/28/2024 11:51,Sales,Sale,Ready,Free Hold,Residential,JUMEIRAH LAKES TOWERS,Unit,Flats,750000,68.09,68.09,1 B/R,DMCC-2137,Jumeirah Lakes Towers,Marina Mall,Sports City Swimming Academy,1,2,,DUBAI STAR
11-11499-2024,3/28/2024 12:20,Sales,Sale,Ready,Free Hold,Residential,DUBAI SPORTS CITY,Unit,Flats,690000,88.68,88.68,1 B/R,B-112,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,1,1,,GRAND HORIZON 1
11-11500-2024,3/28/2024 12:21,Sales,Sale,Ready,Free Hold,Residential,MAJAN,Land,Residential,7800000,1660.46,1660.46,,,,,IMG World Adventures,2,1,,
11-11502-2024,3/28/2024 13:51,Sales,Sale,Ready,Free Hold,Residential,Zaabeel Second,Unit,Flats,3250000,121.94,121.94,2 B/R,P5-92,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,2,1,,DOWNTOWN VIEWS
11-11503-2024,3/28/2024 12:00,Sales,Sale,Ready,Free Hold,Residential,CITY WALK,Unit,Flats,4810000,294.4,294.4,4 B/R,"B-50, B-51",Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,1,1,,
11-11504-2024,3/28/2024 12:06,Sales,Sale,Ready,Free Hold,Residential,DUBAI MARINA,Unit,Flats,710000,70.2,70.2,1 B/R,B3-77,Jumeirah Beach Residency,Marina Mall,Sports City Swimming Academy,1,1,,ESCAN MARINA TOWER
11-11505-2024,3/28/2024 11:46,Sales,Sale,Ready,Free Hold,Residential,TOWN SQUARE,Unit,Flats,445000,30.4,30.4,Studio,G-148,,,Dubai Cycling Course,1,1,,TOWN SQUARE ZAHRA
11-11507-2024,3/28/2024 13:29,Sales,Sale,Ready,Free Hold,Residential,INTERNATIONAL CITY PH 1,Unit,Flats,270000,42.71,42.71,Studio,,Rashidiya Metro Station,City Centre Mirdif,,1,1,,
11-11508-2024,3/28/2024 14:54,Sales,Sale,Ready,Free Hold,Residential,BUSINESS BAY,Unit,Offices,1700000,140.45,140.45,Office,"B4-72, B4-73, B4-74",Business Bay Metro Station,Dubai Mall,Downtown Dubai,2,1,,AL MANARA
11-11510-2024,3/28/2024 11:45,Sales,Sale,Ready,Free Hold,Residential,DAMAC HILLS,Unit,Flats,550000,44.74,44.74,Studio,G-33,,,Motor City,1,1,,DAMAC HILLS - GOLF PROMENADE
11-11512-2024,3/28/2024 12:22,Sales,Sale,Ready,Free Hold,Residential,DUBAI LAND RESIDENCE COMPLEX,Unit,Flats,470000,78.29,78.29,1 B/R,B/A-5,,,IMG World Adventures,1,1,,SKY COURTS
11-11514-2024,3/28/2024 12:44,Sales,Sale,Ready,Free Hold,Residential,DUBAI CREEK HARBOUR,Unit,Flats,1675000,108.41,108.41,1 B/R,B2-20,Creek Metro Station,Dubai Mall,Dubai International Airport,2,1,,THE DUBAI CREEK RESIDENCES
11-11515-2024,3/28/2024 12:09,Sales,Sale,Ready,Free Hold,Residential,BUSINESS BAY,Unit,Flats,980000,46.86,46.86,1 B/R,B2-37,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,ZADA TOWER
11-11516-2024,3/28/2024 13:37,Sales,Sale,Ready,Free Hold,Residential,BUSINESS BAY,Unit,Offices,3600000,269.05,269.05,Office,"DM - 10,11,12 & 13",Business Bay Metro Station,Dubai Mall,Burj Khalifa,1,1,,
11-11517-2024,3/28/2024 13:22,Sales,Sale,Ready,Free Hold,Residential,DUBAI LAND RESIDENCE COMPLEX,Unit,Flats,1225000,149.7,149.7,3 B/R,G-19,,,IMG World Adventures,1,1,,Time 1
11-11521-2024,3/28/2024 14:07,Sales,Sale,Ready,Free Hold,Residential,PALM JUMEIRAH,Unit,Flats,4198581.69,170.62,170.62,2 B/R,B-52,Al Sufouh,Mall of the Emirates,Burj Al Arab,1,1,,ROYAL AMWAJ
11-11523-2024,3/28/2024 12:58,Sales,Sale,Ready,Free Hold,Residential,DUBAI CREEK HARBOUR,Unit,Flats,2150000,109.27,109.27,2 B/R,B1-120,,,,1,1,,HARBOUR VIEWS
11-11524-2024,3/28/2024 14:46,Sales,Sale,Ready,Free Hold,Residential,JUMEIRAH LIVING,Unit,Flats,1900000,75.59,75.59,1 B/R,B-104,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Burj Al Arab,1,1,,Asayel at Madinat Jumeirah Living
11-11525-2024,3/28/2024 12:36,Sales,Sale,Ready,Free Hold,Residential,JUMEIRAH LIVING,Unit,Flats,1900000,85.72,85.72,1 B/R,B-78,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Burj Al Arab,1,1,,Asayel at Madinat Jumeirah Living
11-11526-2024,3/28/2024 13:47,Sales,Sale,Ready,Free Hold,Residential,AL FURJAN,Unit,Flats,1120000,108.94,108.94,2 B/R,G-15,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,Sports City Swimming Academy,1,1,,GLAMZ RESIDENCE
11-11527-2024,3/28/2024 13:28,Sales,Sale,Ready,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,985000,70.08,70.08,1 B/R,P1-044,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,1,1,,Bloom Towers
11-11529-2024,3/28/2024 12:55,Sales,Sale,Ready,Free Hold,Residential,BURJ KHALIFA,Unit,Flats,2490000,138.52,138.52,2 B/R,B2-353,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,1,2,,
11-11530-2024,3/28/2024 13:37,Sales,Sale,Ready,Free Hold,Residential,AL KHAIL HEIGHTS,Unit,Flats,770000,102.38,102.38,1 B/R,G-1543,Noor Bank Metro Station,Dubai Mall,Downtown Dubai,2,1,,AL KHAIL HEIGHTS
11-11533-2024,3/28/2024 12:22,Sales,Sale,Ready,Free Hold,Residential,EMIRATE LIVING,Building,Villas,3750000,320.15,320.15,3 B/R,,Damac Properties,Marina Mall,Sports City Swimming Academy,1,2,,Emirates Living - Springs 11
11-11536-2024,3/28/2024 14:23,Sales,Sale,Ready,Free Hold,Residential,TOWN SQUARE,Unit,Flats,470000,29.64,29.64,Studio,G-66,,,Dubai Cycling Course,1,1,,TOWN SQUARE ZAHRA
11-11537-2024,3/28/2024 12:41,Sales,Sale,Ready,Free Hold,Residential,DUBAI MARINA,Unit,Flats,1100000,73.56,73.56,1 B/R,B3-140,Mina Seyahi,Marina Mall,Burj Al Arab,1,1,,MARINA PINNACLE
11-11538-2024,3/28/2024 12:25,Sales,Sale,Ready,Free Hold,Residential,BUSINESS BAY,Unit,Flats,1200000,44.6,44.6,1 B/R,P3-002,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,1,1,,VERA TOWER 
11-11540-2024,3/28/2024 13:09,Sales,Sale,Ready,Free Hold,Residential,DUBAI SCIENCE PARK,Unit,Flats,825000,74.41,74.41,1 B/R,P2-07,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Motor City,1,1,,
11-11541-2024,3/28/2024 12:37,Sales,Sale,Ready,Free Hold,Residential,JUMEIRAH LAKES TOWERS,Unit,Offices,2400000,155.79,155.79,Office,DMCC L0-0077,Jumeirah Lakes Towers,Marina Mall,Sports City Swimming Academy,1,1,,HDS BUSINESS CENTRE
11-11542-2024,3/28/2024 14:59,Sales,Sale,Ready,Free Hold,Residential,DUBAI MARINA,Unit,Flats,5500000,236.92,236.92,PENTHOUSE,"P4-557 , P4-558",Marina Towers,Marina Mall,Burj Al Arab,1,2,,CAYAN TOWER
11-11545-2024,3/28/2024 11:48,Sales,Sale,Ready,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,1440000,125.11,125.11,2 B/R,P2-38,,,,1,1,,Binghatti Heights
11-11546-2024,3/28/2024 12:59,Sales,Sale,Ready,Free Hold,Residential,JUMEIRAH BEACH RESIDENCE,Unit,Flats,2750000,178.52,178.52,3 B/R,G228-229,Jumeirah Beach Resdency,Marina Mall,Burj Al Arab,3,1,,
11-11547-2024,3/28/2024 13:42,Sales,Sale,Ready,Free Hold,Residential,ARABIAN RANCHES I,Building,Villas,2600000,220.59,220.59,2 B/R,,,,Motor City,2,1,,
11-11548-2024,3/28/2024 12:41,Sales,Sale,Ready,Free Hold,Commercial,JUMEIRAH PARK,Land,Commercial,4900000,561,561,,,Jumeirah Lakes Towers,Marina Mall,Sports City Swimming Academy,1,1,,
11-11551-2024,3/28/2024 14:17,Sales,Sale,Ready,Non Free Hold,Residential,Al Rashidiya,Land,Residential,2500000,929.03,929.03,,,Rashidiya Metro Station,City Centre Mirdif,Dubai International Airport,1,9,,
11-11552-2024,3/28/2024 13:12,Sales,Sale,Ready,Free Hold,Commercial,JUMEIRAH PARK,Land,Commercial,12500000,796.7,796.7,,,Harbour Tower,Marina Mall,Sports City Swimming Academy,1,1,,
11-11554-2024,3/28/2024 13:17,Sales,Sale,Ready,Free Hold,Residential,THE GREENS,Unit,Flats,1690000,71.72,71.72,1 B/R,G- 56,Nakheel Metro Station,Marina Mall,Burj Al Arab,1,1,,
11-11558-2024,3/28/2024 14:12,Sales,Sale,Ready,Free Hold,Residential,MOTOR CITY,Unit,Flats,1900000,272.3,272.3,3 B/R,9-265,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,1,1,,
11-11559-2024,3/28/2024 14:23,Sales,Sale,Ready,Free Hold,Residential,DUBAI WATER FRONT,Unit,Flats,435000,65.69,65.69,1 B/R,B-348,UAE Exchange Metro Station,,Dubai Parks and Resorts,1,1,,BADRA PHASE 1
11-11560-2024,3/28/2024 13:52,Sales,Sale,Ready,Free Hold,Residential,AL BARARI,Unit,Flats,5000000,296.91,296.91,2 B/R,"B-24, B-25",,,IMG World Adventures,1,1,,Seventh Heaven - Ashjar
11-11561-2024,3/28/2024 13:00,Sales,Sale,Ready,Free Hold,Residential,BUSINESS BAY,Unit,Offices,5272000,243.85,243.85,Office,"B4-348,B4-342,B4-343,B3-501,B3-469,B2-430,B2-283",Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,1,2,,BAY SQUARE
11-11564-2024,3/28/2024 12:54,Sales,Sale,Ready,Free Hold,Residential,Wadi Al Safa 3,Unit,Flats,370000,43.4,43.4,Studio,P-4,,,IMG World Adventures,1,1,,MADISON RESIDENCE
11-11566-2024,3/28/2024 12:54,Sales,Sale,Ready,Free Hold,Residential,Zaabeel Second,Unit,Flats,1950000,71.92,71.92,1 B/R,P1-267,Financial Centre,Dubai Mall,Burj Khalifa,1,1,,Downtown Views II
11-11567-2024,3/28/2024 13:46,Sales,Sale,Ready,Free Hold,Residential,ARJAN,Unit,Flats,535000,78.09,78.09,1 B/R,WG-59,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,1,1,,LINCOLN PARK
11-11568-2024,3/28/2024 13:34,Sales,Sale,Ready,Free Hold,Residential,Madinat Hind 4,Land,Residential,3650000,442.63,442.63,,,,,,1,1,,DAMAC HILLS (2) - CLARET
11-11569-2024,3/28/2024 16:09,Sales,Sale,Ready,Free Hold,Residential,DUBAI SPORTS CITY,Unit,Flats,385000,40.1,40.1,Studio,P2-065,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,1,1,,ELITE 6 SPORTS RESIDENCE
11-11570-2024,3/28/2024 13:50,Sales,Sale,Ready,Free Hold,Residential,DUBAI MARINA,Unit,Flats,1200000,66.34,66.34,1 B/R,B1-106,Jumeirah Beach Residency,Marina Mall,Sports City Swimming Academy,1,1,,Studio One
11-11571-2024,3/28/2024 13:28,Sales,Sale,Ready,Free Hold,Residential,DUBAI SPORTS CITY,Unit,Flats,570000,64.21,64.21,1 B/R,B1-71,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,1,1,,ROYALE RESIDENCE2
11-11573-2024,3/28/2024 12:08,Sales,Sale,Ready,Free Hold,Residential,Zaabeel Second,Unit,Flats,1800000,81.67,81.67,1 B/R,P7-15,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,5,1,,DOWNTOWN VIEWS
11-11574-2024,3/28/2024 13:56,Sales,Sale,Ready,Free Hold,Residential,AL FURJAN,Land,Residential,4999999,600,600,,,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,Expo 2020 Site,2,1,,ALFURJAN PACKAGE 4
11-11578-2024,3/28/2024 14:26,Sales,Sale,Ready,Free Hold,Residential,MEYDAN ONE,Unit,Flats,550000,42.19,42.19,Studio,B1-44,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,1,1,,Azizi Riviera 15
11-11579-2024,3/28/2024 13:48,Sales,Sale,Ready,Free Hold,Residential,THE GREENS,Unit,Flats,2350000,117.62,117.62,2 B/R,1,Nakheel Metro Station,Marina Mall,Burj Al Arab,2,1,,TANARO
11-11582-2024,3/28/2024 13:21,Sales,Sale,Ready,Free Hold,Residential,DUBAI MARINA,Unit,Flats,2400000,127.86,127.86,2 B/R,B1-308,Marina Towers,Marina Mall,Burj Al Arab,1,1,,CAYAN TOWER
11-11583-2024,3/28/2024 13:51,Sales,Sale,Ready,Free Hold,Residential,INTERNATIONAL CITY PH 1,Unit,Flats,318000,67,67,1 B/R,,Rashidiya Metro Station,City Centre Mirdif,Dubai International Airport,1,1,,
11-11584-2024,3/28/2024 14:22,Sales,Sale,Ready,Free Hold,Residential,BUSINESS BAY,Unit,Flats,1950000,123.35,123.35,2 B/R,UG-016,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,1,2,,THE RESIDENCE AT BUSINESS CENTRAL
11-11585-2024,3/28/2024 13:10,Sales,Sale,Ready,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,410000,51.1,51.1,Studio,B-198,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,2,1,,TUSCAN RESIDENCES1 - SIENA
11-11586-2024,3/28/2024 13:57,Sales,Sale,Ready,Free Hold,Residential,INTERNATIONAL CITY PH 1,Unit,Flats,275000,58.71,58.71,1 B/R,B2-29,Rashidiya Metro Station,City Centre Mirdif,,1,1,,
11-11587-2024,3/28/2024 14:49,Sales,Sale,Ready,Free Hold,Residential,LA MER,Unit,Flats,4000000,113.57,113.57,2 B/R,A-063,Trade Centre Metro Station,Dubai Mall,Burj Khalifa,1,1,,Port De La Mer - La Voile
11-11589-2024,3/28/2024 14:00,Sales,Sale,Ready,Free Hold,Residential,INTERNATIONAL CITY PH 1,Unit,Flats,380000,37.6,37.6,Studio,LG-511,Rashidiya Metro Station,City Centre Mirdif,,1,1,,Lawnz Residence by Danube 
11-11590-2024,3/28/2024 14:21,Sales,Sale,Ready,Free Hold,Residential,JUMEIRAH LAKES TOWERS,Unit,Flats,2000000,149.84,149.84,2 B/R,DMCC-1074,Damac Properties,Marina Mall,Burj Al Arab,1,1,,
11-11591-2024,3/28/2024 12:33,Sales,Sale,Ready,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,350000,37.65,37.65,Studio,B2-122,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,1,1,,PLAZA RESIDENCES
11-11592-2024,3/28/2024 12:42,Sales,Sale,Ready,Free Hold,Residential,INTERNATIONAL CITY PH 1,Unit,Flats,309000,58,58,Studio,,Rashidiya Metro Station,City Centre Mirdif,,1,1,,
11-11594-2024,3/28/2024 14:31,Sales,Sale,Ready,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,350000,37.72,37.72,Studio,B2-190,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,1,1,,PLAZA RESIDENCES
11-11597-2024,3/28/2024 14:01,Sales,Sale,Ready,Free Hold,Residential,ARABIAN RANCHES I,Land,Residential,12300000,1372.73,1372.73,,,,,Global Village,2,1,,
11-11598-2024,3/28/2024 16:04,Sales,Sale,Ready,Free Hold,Residential,JUMEIRAH LAKES TOWERS,Unit,Flats,765000,51.99,51.99,Studio,P - 138,Jumeirah Lakes Towers,Marina Mall,Sports City Swimming Academy,1,1,,INDIGO TOWER
11-11599-2024,3/28/2024 13:59,Sales,Sale,Ready,Free Hold,Residential,BUSINESS BAY,Unit,Flats,1632500,86.71,86.71,1 B/R,P3-127,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,PRIVE BY DAMAC
11-11600-2024,3/28/2024 14:40,Sales,Sale,Ready,Free Hold,Residential,DUBAI SPORTS CITY,Unit,Flats,450000,42.18,42.18,Studio,B2-52,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,1,1,,GIOVANNI BOUTIQUE
11-11601-2024,3/28/2024 14:06,Sales,Sale,Ready,Free Hold,Residential,BARSHA HEIGHTS,Unit,Flats,1165000,109.85,109.85,1 B/R,A1603,Dubai Internet City,Mall of the Emirates,Burj Al Arab,1,1,,TWO TOWERS
11-11609-2024,3/28/2024 13:53,Sales,Sale,Ready,Free Hold,Residential,ARABIAN RANCHES I,Building,Villas,3900000,252.62,252.62,2 B/R,,,,Motor City,1,2,,
11-11612-2024,3/28/2024 14:30,Sales,Sale,Ready,Free Hold,Residential,JABEL ALI HILLS,Land,,1761559.2,909.19,909.19,,,,,Dubai Parks and Resorts,1,1,,
11-11616-2024,3/28/2024 13:06,Sales,Sale,Ready,Free Hold,Residential,DUBAI SPORTS CITY,Unit,Flats,150000,19.81,39.62,Studio,1,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,1,1,,HOCKEY TOWER
11-11655-2024,3/28/2024 14:33,Sales,Sale,Ready,Free Hold,Residential,SOBHA HEARTLAND,Land,Residential,4083490,643.02,643.02,,,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,1,1,,
11-7682-2024,3/28/2024 13:36,Sales,Sale,Ready,Non Free Hold,Residential,Mirdif,Land,Residential,6000000,1393.55,1393.55,,,Rashidiya Metro Station,City Centre Mirdif,Dubai International Airport,1,17,,
11-9686-2024,3/28/2024 10:27,Sales,Sale,Ready,Free Hold,Residential,DUBAI MARINA,Unit,Flats,4021848,294.77,294.77,4 B/R,B1-83,Mina Seyahi,Marina Mall,Burj Al Arab,1,1,,ELITE RESIDENCE
11-9689-2024,3/28/2024 10:30,Sales,Sale,Ready,Free Hold,Residential,DUBAI MARINA,Unit,Flats,4021848,294.76,294.76,4 B/R,B1-52,Mina Seyahi,Marina Mall,Burj Al Arab,1,1,,ELITE RESIDENCE
11-9692-2024,3/28/2024 10:34,Sales,Sale,Ready,Free Hold,Residential,DUBAI MARINA,Unit,Flats,4026009,294.77,294.77,4 B/R,B1-39,Mina Seyahi,Marina Mall,Burj Al Arab,1,1,,ELITE RESIDENCE
110-193-2024,3/27/2024 15:36,Sales,Lease to Own Registration,Ready,Free Hold,Commercial,SILICON OASIS,Land,Commercial,3475000,270.47,270.47,,,,,IMG World Adventures,1,2,,
110-193-2024,3/27/2024 15:36,Mortgage,Lease to Own Registration,Ready,Free Hold,Commercial,SILICON OASIS,Land,Commercial,2180000,270.47,270.47,,,,,IMG World Adventures,1,2,,
110-195-2024,3/28/2024 11:48,Sales,Lease to Own Registration,Ready,Free Hold,Residential,THE VILLA,Land,Residential,7600000,754.09,754.09,,,,,IMG World Adventures,1,1,,
110-195-2024,3/28/2024 11:48,Mortgage,Lease to Own Registration,Ready,Free Hold,Residential,THE VILLA,Land,Residential,5250000,754.09,754.09,,,,,IMG World Adventures,1,1,,
110-196-2024,3/28/2024 15:15,Sales,Lease to Own Registration,Ready,Free Hold,Residential,SERENA,Building,Villas,1750000,172.5,172.5,2 B/R,,,,Hamdan Sports Complex,1,1,,SERENA BELLA CASA
110-196-2024,3/28/2024 15:15,Mortgage,Lease to Own Registration,Ready,Free Hold,Residential,SERENA,Building,Villas,1484000,172.5,172.5,2 B/R,,,,Hamdan Sports Complex,1,1,,SERENA BELLA CASA
110-198-2024,3/28/2024 14:26,Mortgage,Lease to Own Registration,Ready,Free Hold,Residential,SUFOUH GARDENS,Unit,Flats,1445000,136.55,136.55,2 B/R,G-34,Sharaf Dg Metro Station,Mall of the Emirates,Burj Al Arab,1,1,,AL BAHIA
